subsidio,RSH,tiene_propiedad,tiene_subsidio,tipo_subsidio,tiene_ahorro,situacion_laboral,cedula_identidad,moneda_uf,zona_interes,monto_ahorro,ingreso_mensual,antiguedad_ahorro_meses,cant_integrante,ahorro_minimo,finalidad_subsidio,limite_renta_1,limite_renta_2,limite_renta_3,limite_renta_4,limite_rm_renta_1,limite_rm_renta_2,limite_rm_renta_3,limite_rm_renta_4,limite_renta_1_ds19,limite_renta_2_ds19,limite_renta_3_ds19,limite_renta_4_ds19,limite_rm_renta_1_ds19,limite_rm_renta_2_ds19,limite_rm_renta_3_ds19,limite_rm_renta_4_ds19
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.537.223,00",1.111.131,19,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.222,00",987.664,30,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.537.221,00",640.000,49,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.220,00",500.012,13,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.537.219,00",1.500.010,52,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.537.218,00",1.999.980,27,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.537.217,00",500.025,17,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.216,00",1.357.928,16,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.537.215,00",1.234.600,52,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.214,00",654.331,36,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.537.213,00",1.111.124,22,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.212,00",500.004,51,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.537.211,00",987.679,36,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.210,00",654.338,49,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.537.209,00",1.500.026,37,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.537.208,00",654.326,39,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.537.207,00",1.357.950,28,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.537.206,00",500.028,18,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.537.205,00",1.111.113,12,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.537.204,00",1.357.951,44,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.537.203,00",654.350,42,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.537.202,00",1.111.141,12,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.537.201,00",1.999.996,54,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.537.201,00",1.111.121,57,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.828,00",1.357.937,27,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.827,00",654.351,48,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.826,00",1.500.029,14,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.825,00",1.357.960,59,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.824,00",500.020,16,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.823,00",1.111.138,56,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.822,00",1.999.973,38,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.821,00",1.357.942,54,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.820,00",645.000,30,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.819,00",987.680,20,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.818,00",1.999.969,58,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.817,00",1.500.024,14,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.816,00",500.021,25,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.815,00",1.357.931,26,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.814,00",1.357.944,57,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.813,00",1.999.989,44,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.812,00",1.357.939,44,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.811,00",987.655,49,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.810,00",1.500.021,38,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.809,00",1.999.986,41,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.808,00",1.111.133,58,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.807,00",1.999.964,12,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.806,00",987.677,39,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.805,00",1.500.013,43,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.804,00",1.357.943,51,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.803,00",654.335,17,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.802,00",987.684,31,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.801,00",1.357.949,21,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.800,00",1.234.570,15,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.799,00",987.665,38,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.456.798,00",987.682,57,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.797,00",987.690,48,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.796,00",654.343,40,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.795,00",1.999.988,46,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.794,00",654.325,45,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.793,00",1.999.995,53,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.792,00",1.111.137,21,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.456.791,00",987.660,29,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.456.790,00",654.322,60,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.456.789,00",500.000,12,1,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.963,00",1.234.583,57,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.962,00",1.500.030,26,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.961,00",1.234.596,60,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.960,00",987.676,45,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.959,00",1.999.967,36,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.958,00",654.348,23,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.957,00",1.500.028,19,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.956,00",1.999.965,34,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.955,00",1.234.571,59,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.954,00",1.234.593,52,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.953,00",500.022,46,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.952,00",500.026,13,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.951,00",500.023,31,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.950,00",987.683,24,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.949,00",1.357.946,18,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.948,00",987.681,53,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.947,00",654.327,60,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.946,00",1.500.003,12,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.945,00",987.661,13,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.944,00",1.999.968,43,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.943,00",1.357.948,26,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.942,00",1.357.935,60,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.941,00",1.999.993,35,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.940,00",1.999.997,33,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.939,00",1.500.006,14,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.938,00",500.017,35,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.937,00",1.357.925,46,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.936,00",1.999.984,32,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.935,00",1.500.005,12,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.934,00",1.999.991,59,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.933,00",1.999.981,48,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.932,00",500.003,48,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.931,00",500.000,35,1,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.930,00",643.000,19,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.929,00",1.111.129,37,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.928,00",500.013,54,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,0,"1.357.927,00",1.500.008,12,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,41-60,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,1,"1.357.926,00",1.999.979,30,3,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.357.925,00",1.999.998,29,4,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,TRUE,0,1,"1.357.924,00",500.000,23,1,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ds1 - tramo 1,0-40,FALSE,FALSE,subsidios_habitacionales,1,TRUE,FALSE,0,0,"1.257.920,00",1.999.987,18,2,30,vivienda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
